,Searched,City,State,Lat,Lng,Restaurant,Category,Transactions,Category 1,Category 2,Category 3,Vegan Options
165,"Berkeley city, Missouri",Florissant,MO,38.79293,-90.33269,Mann Meats,['Barbeque'],[],Barbeque,,,False
166,"Berkeley city, Missouri",Saint Ann,MO,38.72577,-90.37751,Omars Grill,"['Italian', 'Mediterranean', 'Pasta Shops']","['delivery', 'pickup']",Italian,Mediterranean,Pasta Shops,False
167,"Berkeley city, Missouri",St. Louis,MO,38.7414145,-90.3635428,Pizza Studio,['Pizza'],[],Pizza,,,False
168,"Berkeley city, Missouri",Florissant,MO,38.7773759,-90.335523,Starbucks,['Coffee & Tea'],['delivery'],Coffee & Tea,,,False
169,"Berkeley city, Missouri",Saint Louis,MO,38.6742449,-90.3786871,I Love Mr Sushi,['Japanese'],"['delivery', 'pickup']",Japanese,,,False
170,"Berkeley city, Missouri",Saint Louis,MO,38.7415198,-90.3647149,Ted Drewes Frozen Custard,['Ice Cream & Frozen Yogurt'],[],Ice Cream & Frozen Yogurt,,,False
171,"Berkeley city, Missouri",Saint Louis,MO,38.7320253058836,-90.3464765580952,Eero's,"['American (New)', 'Bars', 'Breakfast & Brunch']",[],American (New),Bars,Breakfast & Brunch,False
172,"Berkeley city, Missouri",Saint Louis,MO,38.724023,-90.338344,Young's Chinese Restaurant,['Chinese'],['delivery'],Chinese,,,False
173,"Berkeley city, Missouri",Overland,MO,38.7205231,-90.3682648,House of Chen,"['Chinese', 'Soup']",['delivery'],Chinese,Soup,,False
174,"Berkeley city, Missouri",Florissant,MO,38.7939567565918,-90.32861328125,Amore Pizza,['Pizza'],['delivery'],Pizza,,,False
175,"Berkeley city, Missouri",Florissant,MO,38.80041,-90.3308,Ruiz Mexican Restaurant & Cantina,['Mexican'],"['delivery', 'pickup']",Mexican,,,False
176,"Berkeley city, Missouri",Saint Louis,MO,38.7379418170879,-90.3564740171356,St. Louis Brewmasters Tap Room,['American (New)'],[],American (New),,,False
177,"Berkeley city, Missouri",Saint Louis,MO,38.7305628,-90.3862185,Panda Restaurant,['Chinese'],['delivery'],Chinese,,,False
178,"Berkeley city, Missouri",Saint Louis,MO,38.742129,-90.364595,American Airlines Admirals Club,['Airport Lounges'],[],Airport Lounges,,,False
179,"Berkeley city, Missouri",Ferguson,MO,38.7354486,-90.3014761,Chinese Express,['Chinese'],['delivery'],Chinese,,,False
180,"Berkeley city, Missouri",Saint Louis,MO,38.74944,-90.346115,Boeing James S McDonnell Prologue Room,['Museums'],[],Museums,,,False
181,"Berkeley city, Missouri",Bridgeton,MO,38.7402766828533,-90.4000526371837,China House,['Chinese'],['delivery'],Chinese,,,False
182,"Berkeley city, Missouri",Saint Louis,MO,38.7426364843336,-90.3660119523926,Mike Shannon's,['Steakhouses'],[],Steakhouses,,,False
183,"Berkeley city, Missouri",Overland,MO,38.6886,-90.36251,Woofies,['Hot Dogs'],['delivery'],Hot Dogs,,,False
184,"Berkeley city, Missouri",Saint Louis,MO,38.73059,-90.35682,Yesterday's,"['American (Traditional)', 'Sports Bars']",['delivery'],American (Traditional),Sports Bars,,False
185,"Berkeley city, Missouri",Florissant,MO,38.7788353,-90.2805222,African Palace,['African'],['delivery'],African,,,False
186,"Berkeley city, Missouri",St. Louis,MO,38.69063,-90.38546,Fire Chicken,"['Korean', 'Ramen']","['delivery', 'pickup']",Korean,Ramen,,False
187,"Berkeley city, Missouri",Saint Louis,MO,38.7166052,-90.3273831,Big L Chop Suey,"['Chinese', 'Soup', 'Sandwiches']",['delivery'],Chinese,Soup,Sandwiches,False
188,"Berkeley city, Missouri",Saint Louis,MO,38.6957042320355,-90.3974285189618,SuWaller's Bar & Grill,"['Bars', 'American (Traditional)']",['delivery'],Bars,American (Traditional),,False
189,"Berkeley city, Missouri",Saint Louis,MO,38.690635,-90.381886,Las Palmas Mexican Restaurant,['Mexican'],"['delivery', 'pickup']",Mexican,,,False
190,"Berkeley city, Missouri",Ferguson,MO,38.7487293098165,-90.3069945845008,St. Louis Fish & Chicken Grill,"['Seafood', 'American (Traditional)']",['delivery'],Seafood,American (Traditional),,False
191,"Berkeley city, Missouri",Saint Louis,MO,38.7621765136719,-90.3359527587891,Nephew's Grille,['American (Traditional)'],"['delivery', 'pickup']",American (Traditional),,,False
192,"Berkeley city, Missouri",Florissant,MO,38.7945,-90.32838,Smoke & Sip,['Cigar Bars'],[],Cigar Bars,,,False
193,"Berkeley city, Missouri",Saint Louis,MO,38.7428412,-90.3698044,Chili's,"['Tex-Mex', 'Bars', 'American (Traditional)']",[],Tex-Mex,Bars,American (Traditional),False
194,"Berkeley city, Missouri",Florissant,MO,38.80729,-90.29582,Street Life Mobile Food Service,"['Street Vendors', 'Salad', 'Chicken Wings']",[],Street Vendors,Salad,Chicken Wings,False
195,"Berkeley city, Missouri",Overland,MO,38.707462310791,-90.3451309204102,MI Hungry Catering & BBQ,"['Barbeque', 'Caribbean', 'Soul Food']","['delivery', 'pickup']",Barbeque,Caribbean,Soul Food,False
196,"Berkeley city, Missouri",Saint Louis,MO,38.7463307779401,-90.2795211216988,Sweetie Pies,['Soul Food'],[],Soul Food,,,False
197,"Berkeley city, Missouri",Florissant,MO,38.790867,-90.322181,Florissant City Diner,['Diners'],['delivery'],Diners,,,False
198,"Berkeley city, Missouri",Saint Louis,MO,38.6312799,-90.20171,Campbell House Museum,"['Museums', 'Historical Tours']",[],Museums,Historical Tours,,False
199,"Berkeley city, Missouri",Saint Ann,MO,38.7324676513672,-90.3889846801758,Quik Wok,['Chinese'],['delivery'],Chinese,,,False
200,"Berkeley city, Missouri",Ferguson,MO,38.73867,-90.30323,OmTurtleYoga & Cafe,"['Yoga', 'Cafes']",[],Yoga,Cafes,,False
201,"Berkeley city, Missouri",Florissant,MO,38.8009176507898,-90.3350280225277,Stix & Ice,['American (New)'],['delivery'],American (New),,,False
202,"Berkeley city, Missouri",Florissant,MO,38.788963,-90.346671,Mattingly's,"['American (Traditional)', 'Bars']",['delivery'],American (Traditional),Bars,,False
203,"Berkeley city, Missouri",Saint Louis,MO,38.737773564576,-90.3556797033036,Chili's,"['American (Traditional)', 'Bars', 'Tex-Mex']",[],American (Traditional),Bars,Tex-Mex,False
204,"Berkeley city, Missouri",Florissant,MO,38.792713,-90.287422,Miami Grill,['American (Traditional)'],"['delivery', 'pickup']",American (Traditional),,,False
205,"Berkeley city, Missouri",St Louis,MO,38.69106,-90.38301,Dollar Express Chinese restaurant,"['Chinese', 'Fast Food']","['delivery', 'pickup']",Chinese,Fast Food,,False
206,"Berkeley city, Missouri",Hazelwood,MO,38.7846853584051,-90.354036167264,China Kitchen,['Chinese'],['delivery'],Chinese,,,False
207,"Berkeley city, Missouri",Bridgeton,MO,38.7394804,-90.4019099,Lion's Choice,"['Fast Food', 'Sandwiches', 'American (Traditional)']",['delivery'],Fast Food,Sandwiches,American (Traditional),False
208,"Berkeley city, Missouri",Florissant,MO,38.7911081,-90.3448956,Bandana's Bar-B Q - Florissant,['Barbeque'],['delivery'],Barbeque,,,False
209,"Berkeley city, Missouri",Saint Louis,MO,38.7084199,-90.34691,El Comal,"['Latin American', 'Tex-Mex']","['delivery', 'pickup']",Latin American,Tex-Mex,,False
210,"Berkeley city, Missouri",Florissant,MO,38.798051,-90.335613,Las Fuentes,['Mexican'],[],Mexican,,,False
211,"Berkeley city, Missouri",Hazelwood,MO,38.7754783630371,-90.3881759643555,Quiznos,"['Delis', 'Sandwiches']","['delivery', 'pickup']",Delis,Sandwiches,,False
212,"Berkeley city, Missouri",Florissant,MO,38.79665,-90.337016,Cannoli's Restaurant,"['Italian', 'Pizza']",['delivery'],Italian,Pizza,,False
213,"Berkeley city, Missouri",Olivette,MO,38.6747,-90.3651299,Chevys Fresh Mex,"['Mexican', 'Bars', 'Tex-Mex']","['delivery', 'pickup']",Mexican,Bars,Tex-Mex,False
214,"Berkeley city, Missouri",Florissant,MO,38.80362,-90.31004,LongHorn Steakhouse,"['Steakhouses', 'American (Traditional)', 'Barbeque']",[],Steakhouses,American (Traditional),Barbeque,False
215,"Berkeley city, Missouri",Saint Louis,MO,38.6766357421875,-90.3133087158203,Miami Grill,"['Steakhouses', 'Chicken Wings', 'Desserts']","['delivery', 'pickup']",Steakhouses,Chicken Wings,Desserts,False
216,"Berkeley city, Missouri",Florissant,MO,38.7933235168457,-90.3325729370117,Helfer's Pastries & Deli Cafe,"['Bakeries', 'Delis', 'Sandwiches']",['delivery'],Bakeries,Delis,Sandwiches,False
217,"Berkeley city, Missouri",Saint Louis,MO,38.711183,-90.3533887,China Moon,['Chinese'],['delivery'],Chinese,,,False
218,"Berkeley city, Missouri",Florissant,MO,38.793609,-90.3420882,The Rice House,"['Asian Fusion', 'Chinese', 'Vietnamese']","['delivery', 'pickup']",Asian Fusion,Chinese,Vietnamese,False
219,"Berkeley city, Missouri",Florissant,MO,38.799181,-90.324663,Doughnut Cupboard,"['Bakeries', 'Donuts']",['delivery'],Bakeries,Donuts,,False
220,"Berkeley city, Missouri",St. Louis,MO,38.744076,-90.367623,Starbucks,['Coffee & Tea'],[],Coffee & Tea,,,False
221,"Berkeley city, Missouri",Saint Louis,MO,38.7366840176916,-90.355370901525,Eighteen76,"['Bars', 'American (Traditional)']",[],Bars,American (Traditional),,False
222,"Berkeley city, Missouri",Saint Louis,MO,38.7372813527375,-90.3553735927672,Great American Bagel,"['Cafes', 'Bagels']",[],Cafes,Bagels,,False
223,"Berkeley city, Missouri",Florissant,MO,38.814557400627,-90.3460711801129,Roberto's Italian Restaurant,"['Italian', 'Pizza']",['delivery'],Italian,Pizza,,False
224,"Berkeley city, Missouri",Saint Louis,MO,38.742516,-90.365768,The Great American Bagel Bakery,['Bagels'],[],Bagels,,,False
225,"Berkeley city, Missouri",Florissant,MO,38.79564,-90.32381,Henkes Tavern,['Burgers'],[],Burgers,,,False
226,"Berkeley city, Missouri",Florissant,MO,38.795043,-90.293276,Healthy Habits Nutrition,"['Juice Bars & Smoothies', 'Salad', 'Nutritionists']","['delivery', 'pickup']",Juice Bars & Smoothies,Salad,Nutritionists,False
227,"Berkeley city, Missouri",Florissant,MO,38.789536,-90.344715,Papa Murphy's,['Pizza'],[],Pizza,,,False
228,"Berkeley city, Missouri",Florissant,MO,38.81274,-90.34774,China King,['Chinese'],['delivery'],Chinese,,,False
229,"Berkeley city, Missouri",Saint Louis,MO,38.7446072619976,-90.3677827281418,Grounded in St. Louis,['Burgers'],[],Burgers,,,False
230,"Berkeley city, Missouri",Bel Ridge,MO,38.7189019807024,-90.3295958087851,QuikTrip,"['Convenience Stores', 'Gas Stations', 'Fast Food']",[],Convenience Stores,Gas Stations,Fast Food,False
231,"Berkeley city, Missouri",Saint Louis,MO,38.735166,-90.353937,Dunkin Donuts - Baskin Robbins,"['Donuts', 'Ice Cream & Frozen Yogurt']",[],Donuts,Ice Cream & Frozen Yogurt,,False
232,"Berkeley city, Missouri",Hazelwood,MO,38.78567,-90.353241,Starbucks,['Coffee & Tea'],['delivery'],Coffee & Tea,,,False
233,"Berkeley city, Missouri",Florissant,MO,38.7937202453613,-90.3329391479492,BJ's Bar and Restaurant,"['Pizza', 'Dive Bars']",[],Pizza,Dive Bars,,False
234,"Berkeley city, Missouri",Saint Louis,MO,38.6757105659557,-90.3108197450638,Smokehouse BBQ,"['Barbeque', 'Chicken Wings']",['delivery'],Barbeque,Chicken Wings,,False
235,"Berkeley city, Missouri",Florissant,MO,38.79056,-90.34665,Pop's Grill Fish & Chicken,"['American (Traditional)', 'Chicken Wings']",['delivery'],American (Traditional),Chicken Wings,,False
236,"Berkeley city, Missouri",Ferguson,MO,38.767489,-90.2799623,Starbucks,['Coffee & Tea'],['delivery'],Coffee & Tea,,,False
237,"Berkeley city, Missouri",Saint Louis,MO,38.703965,-90.398387,Vfw Post 3944,['Restaurants'],[],Restaurants,,,False
238,"Berkeley city, Missouri",St. Louis,MO,38.744072,-90.367607,Starbucks,['Coffee & Tea'],[],Coffee & Tea,,,False
239,"Berkeley city, Missouri",Saint Louis,MO,38.7585868835449,-90.2985382080078,Paul's Market,"['Grocery', 'Meat Shops', 'American (Traditional)']",[],Grocery,Meat Shops,American (Traditional),False
240,"Berkeley city, Missouri",St. Louis,MO,38.727448,-90.342635,Steak ’n Shake,"['Fast Food', 'Burgers', 'American (Traditional)']","['delivery', 'pickup']",Fast Food,Burgers,American (Traditional),False
241,"Berkeley city, Missouri",Florissant,MO,38.799754,-90.334139,Baskin-Robbins,['Ice Cream & Frozen Yogurt'],['delivery'],Ice Cream & Frozen Yogurt,,,False
242,"Berkeley city, Missouri",Saint Louis,MO,38.701251,-90.366837,El Mexiquense,['Mexican'],['delivery'],Mexican,,,False
243,"Berkeley city, Missouri",Florissant,MO,38.774602,-90.303483,Chins Wok,['Chinese'],"['delivery', 'pickup']",Chinese,,,False
244,"Berkeley city, Missouri",Saint Louis,MO,38.737633,-90.368485,The Restaurant,['American (New)'],[],American (New),,,False
245,"Berkeley city, Missouri",Saint Louis,MO,38.73712,-90.27777,Northland Chop Suey Chinese Restaurant,['Chinese'],[],Chinese,,,False
246,"Berkeley city, Missouri",Hazelwood,MO,38.7889968,-90.3749717,Jo Jo's Diner,"['Breakfast & Brunch', 'Diners', 'Sandwiches']",['delivery'],Breakfast & Brunch,Diners,Sandwiches,False
247,"Berkeley city, Missouri",Florissant,MO,38.79594316896586,-90.33919178037397,Five Guys,"['Burgers', 'Fast Food']",['delivery'],Burgers,Fast Food,,False
248,"Berkeley city, Missouri",Florissant,MO,38.805836,-90.352983,House of Jollof,"['African', 'Wraps', 'Salad']",['delivery'],African,Wraps,Salad,False
249,"Berkeley city, Missouri",Saint Ann,MO,38.7253189086914,-90.3780517578125,Acapulco Restaurant & Lounge,"['Mexican', 'Lounges']",['delivery'],Mexican,Lounges,,False
250,"Berkeley city, Missouri",Saint Louis,MO,38.7422566836719,-90.3624096657309,Natalies Candies,['Desserts'],[],Desserts,,,False
251,"Berkeley city, Missouri",Hazelwood,MO,38.78137,-90.38807,Lion's Choice,"['American (Traditional)', 'Sandwiches', 'Fast Food']",['delivery'],American (Traditional),Sandwiches,Fast Food,False
252,"Berkeley city, Missouri",Ferguson,MO,38.7461870099455,-90.304826468063,Mimi’s Subway,"['Chicken Wings', 'Pizza', 'American (Traditional)']",[],Chicken Wings,Pizza,American (Traditional),False
253,"Berkeley city, Missouri",Saint Louis,MO,38.7370304964176,-90.355041979469,California Pizza Kitchen,"['Pizza', 'Soup', 'Sandwiches']",[],Pizza,Soup,Sandwiches,False
254,"Berkeley city, Missouri",Florissant,MO,38.8092401088819,-90.3579940828405,Irma Jean's Neighborhood Restaurant & Sports Bar,"['Pizza', 'Barbeque', 'Sports Bars']",['delivery'],Pizza,Barbeque,Sports Bars,False
255,"Berkeley city, Missouri",Saint Ann,MO,38.7249794006348,-90.3771667480469,Imo's Pizza,"['Pizza', 'Italian']",['delivery'],Pizza,Italian,,False
256,"Berkeley city, Missouri",St Ann,MO,38.734956,-90.395207,Raising Cane's Chicken Fingers,"['Fast Food', 'Chicken Wings']",['delivery'],Fast Food,Chicken Wings,,False
257,"Berkeley city, Missouri",Florissant,MO,38.801095,-90.3107311,Locker Room,"['Burgers', 'Bars', 'American (Traditional)']",['delivery'],Burgers,Bars,American (Traditional),False
258,"Berkeley city, Missouri",Florissant,MO,38.7996978759766,-90.328498840332,Culver's,"['Burgers', 'Fast Food', 'Ice Cream & Frozen Yogurt']",[],Burgers,Fast Food,Ice Cream & Frozen Yogurt,False
259,"Berkeley city, Missouri",Hazelwood,MO,38.782641,-90.3812392,Hunan Kitchen,['Chinese'],"['pickup', 'delivery']",Chinese,,,False
260,"Berkeley city, Missouri",Berkeley,MO,38.7225586920977,-90.3351413458586,White Castle,"['Fast Food', 'Burgers']",[],Fast Food,Burgers,,False
261,"Berkeley city, Missouri",Overland,MO,38.687778,-90.361717,Three Of A Kind Bar & Grill,"['Bars', 'Barbeque']","['pickup', 'delivery']",Bars,Barbeque,,False
262,"Berkeley city, Missouri",Florissant,MO,38.793148,-90.326802,Made by Lia,"['Bakeries', 'Coffee & Tea', 'Custom Cakes']",[],Bakeries,Coffee & Tea,Custom Cakes,False
263,"Berkeley city, Missouri",St Louis,MO,38.7199501849824,-90.3666801005602,Pop's Kitchen,"['American (Traditional)', 'Steakhouses', 'Fish & Chips']",['delivery'],American (Traditional),Steakhouses,Fish & Chips,False
264,"Berkeley city, Missouri",Ferguson,MO,38.7685008,-90.2655181337296,Cracker Barrel Old Country Store,"['American (Traditional)', 'Southern', 'Breakfast & Brunch']",['delivery'],American (Traditional),Southern,Breakfast & Brunch,False
265,"Berkeley city, Missouri",Hazelwood,MO,38.7697486,-90.364354,Jimmy John's,"['Sandwiches', 'Delis', 'Fast Food']",[],Sandwiches,Delis,Fast Food,False
266,"Berkeley city, Missouri",Florissant,MO,38.809929,-90.298702,MOD Pizza,"['Pizza', 'Fast Food']",[],Pizza,Fast Food,,False
267,"Berkeley city, Missouri",Overland,MO,38.699878692627,-90.358268737793,Wok And Roll STL,"['Food Trucks', 'Asian Fusion', 'Caterers']",[],Food Trucks,Asian Fusion,Caterers,False
268,"Berkeley city, Missouri",Saint Louis,MO,38.7431335449219,-90.3041839599609,Chinese Gourmet Restaurant,['Chinese'],['delivery'],Chinese,,,False
269,"Berkeley city, Missouri",St. Louis,MO,38.74153,-90.3647699,Budweiser Brew House,"['Restaurants', 'Beer Bar']",[],Restaurants,Beer Bar,,False
270,"Berkeley city, Missouri",Florissant,MO,38.797747,-90.336915,New York Grill,"['Chicken Wings', 'American (Traditional)']","['pickup', 'delivery']",Chicken Wings,American (Traditional),,False
271,"Berkeley city, Missouri",Florissant,MO,38.78939,-90.3463,Crazy Bowls & Wraps,"['Salad', 'Wraps']","['pickup', 'delivery']",Salad,Wraps,,False
272,"Berkeley city, Missouri",Florissant,MO,38.774305,-90.278392,China Moon,['Chinese'],['delivery'],Chinese,,,False
273,"Berkeley city, Missouri",Saint Louis,MO,38.7009201049805,-90.3606338500977,Taste-D-Burger,['Food Stands'],[],Food Stands,,,False
274,"Berkeley city, Missouri",Saint Louis,MO,38.72254,-90.27003,Velvet Freeze Ice Cream,['Ice Cream & Frozen Yogurt'],[],Ice Cream & Frozen Yogurt,,,False
275,"Berkeley city, Missouri",Florissant,MO,38.802894,-90.309488,Firehouse Subs,"['Fast Food', 'Delis', 'Sandwiches']",[],Fast Food,Delis,Sandwiches,False
276,"Berkeley city, Missouri",Saint Louis,MO,38.7470409,-90.3063574,Ferguson Chop Suey,['Chinese'],['delivery'],Chinese,,,False
277,"Berkeley city, Missouri",St Louis,MO,38.7323741306307,-90.3566326,Subway,['Sandwiches'],[],Sandwiches,,,False
278,"Berkeley city, Missouri",St Louis,MO,38.7374712269603,-90.3549721355591,Burger King,"['Fast Food', 'Burgers']",[],Fast Food,Burgers,,False
279,"Berkeley city, Missouri",Florissant,MO,38.80871,-90.30125,54th Street Grill & Bar,"['American (Traditional)', 'Bars', 'Burgers']",['delivery'],American (Traditional),Bars,Burgers,False
280,"Berkeley city, Missouri",Florissant,MO,38.7828529031509,-90.3155565261841,Pirrone's Banquet Center,"['Venues & Event Spaces', 'Buffets', 'Pizza']",[],Venues & Event Spaces,Buffets,Pizza,False
281,"Berkeley city, Missouri",St. Louis,MO,38.742107906872,-90.3620890197865,Great Wraps,"['Fast Food', 'Sandwiches']",[],Fast Food,Sandwiches,,False
282,"Berkeley city, Missouri",St. Louis,MO,38.7265010614311,-90.3865814208984,The Pasta House,"['Italian', 'Pasta Shops']",[],Italian,Pasta Shops,,False
283,"Berkeley city, Missouri",Bridgeton,MO,38.740361,-90.400098,Bellacino's Pizza & Grinders,['Pizza'],"['pickup', 'delivery']",Pizza,,,False
284,"Berkeley city, Missouri",Saint Ann,MO,38.731959,-90.389924,Pocha STL,"['Korean', 'Pubs', 'Asian Fusion']",[],Korean,Pubs,Asian Fusion,False
285,"Berkeley city, Missouri",Saint Louis,MO,38.7168057,-90.3277072,Imo's Pizza,"['Italian', 'Pizza']",['delivery'],Italian,Pizza,,False
286,"Berkeley city, Missouri",Saint Louis,MO,38.6773486,-90.2889264,Fried Rice Kitchen,"['Chinese', 'Chicken Wings', 'Sandwiches']",['delivery'],Chinese,Chicken Wings,Sandwiches,False
287,"Berkeley city, Missouri",Hazelwood,MO,38.782179,-90.389104,QuikTrip,"['Convenience Stores', 'Gas Stations', 'Fast Food']",[],Convenience Stores,Gas Stations,Fast Food,False
288,"Berkeley city, Missouri",Saint Louis,MO,38.7442420984907,-90.3676668753548,Beers Of The World Pub & Grill,"['Sandwiches', 'Pubs']",['delivery'],Sandwiches,Pubs,,False
289,"Berkeley city, Missouri",Saint Ann,MO,38.7322,-90.38851,Lee's Famous Recipe Chicken,['American (Traditional)'],['delivery'],American (Traditional),,,False
290,"Berkeley city, Missouri",Saint Louis,MO,38.6772729,-90.288916,Ba-Da-Bing BBQ,"['Chicken Wings', 'Barbeque', 'American (Traditional)']",['delivery'],Chicken Wings,Barbeque,American (Traditional),False
